id,page,content,result,source,task
2665508,21,"<code style=""font-weight: 1000;"">Foonote: 11</code><br><code> </code><br>    <code>https://www.pwc.de/de/finanzdienstleistungen/kuenstliche-intelligenz-im-finanzsektor.html. </code><br><br><br>",POSITIVE,attachments/2665508.pdf#page=21,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2635987,4,"<code style=""font-weight: 1000;"">Foonote: 4</code><br><code> According to Regulation 1025/2012 Article 2 paragraph 1c a „harmonized standard“ is a „ a European standard </code><br>    <code>adopted on the basis of a request made by the Commission for the application of Union harmonisation legislation”. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 5</code><br><code> Decision on a common framework for the marketing of products. </code><br><br><br>",POSITIVE,attachments/2635987.pdf#page=4,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2663340,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> ‘Artificial intelligence system’ means software that is developed with one or more of the techniques and approaches listed </code><br>    <code>in Annex I and can, for a given set of human-defined objectives, generate outputs such as content, predictions, </code><br>    <code>recommendations, or decisions influencing the environments they interact with. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Intentionality: the possibility for an entity to set its own goal or objectives. </code><br><br><br>",POSITIVE,attachments/2663340.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2663127,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Becoming cities of the future, lessons learned from experimenting smart cities, October 2016, https://bit.ly/30Hy7Rj </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> EUROCITIES statement ‘Smart cities in the age of the digital revolution’, March 2019, https://bit.ly/38khQoB </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> EUROCITIES statement on the Green Deal (to be finalised), March 2020, https://bit.ly/3aNHkNg </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 4</code><br><code> EUROCITIES report on equal opportunities and access to the labour market, December 2018, https://bit.ly/2wrt8tL </code><br><br><br>",POSITIVE,attachments/2663127.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665455,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br>    <code style=""font-weight: 1000; background-color: #FF0000;"">No resolution</code><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> The ATP notes that investment in educational technology (affecting both learning and </code><br>    <code>assessment) in the U.S. was up 30% in 2020 to $2.2 billion—the highest single-year investment </code><br>    <code>total in US edtech history. See “A Record Year amid a Pandemic: US Edtech Raises $2.2 </code><br>    <code>Billion in 2020,” EdSurge (Jan. 13, 2021) https://www.edsurge.com/news/2021-01-13-a-recordyear-amid-a-pandemic-us-edtech-raises-2-2-billion-in-2020. We suspect this surge in </code><br>    <code>technology investment has also occurred in the EU, which focuses even more attention on the </code><br>    <code>role of AI. </code><br><br><br>",SOME_UNRESOLVED,attachments/2665455.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2635975,2,"<code style=""font-weight: 1000;"">Foonote: 4</code><br><code> A more comprehensive, albeit verbose definition, was provided in a 2019 document by the High Level </code><br>    <code>Expert Group on Artificial Intelligence. https://digital-strategy.ec.europa.eu/en/library/definition-artificialintelligence-main-capabilities-and-scientific-disciplines and by a JRC </code><br>    <code>https://publications.jrc.ec.europa.eu/repository/handle/JRC118163 </code><br><br><br>",POSITIVE,attachments/2635975.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665640,13,"<code style=""font-weight: 1000;"">Foonote: 17</code><br><code> Vincent Packard, Hidden Persuaders (Longmans, Green & Co, 1958). </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 18</code><br><code> David Zendie, Rachel Meyer, Harriet Over, ‘Adolescents and loot boxes: links with problem gambling </code><br>    <code>and motivations for purchase‘. Royal Society Open Science, 6 (2019), 190049. </code><br><br><br>",POSITIVE,attachments/2665640.pdf#page=13,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665646,11,"<code style=""font-weight: 1000;"">Foonote: 60</code><br><code> ECtHR, Beraru v Romania App. No. 40107/04 (Judgment of 18 March 2014) </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 61</code><br><code> ECtHR, Kuopila v Finaland, App. No. 27752/95 (Judgment of 27 April 2000) </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 62</code><br><code> Access to Information Directive, Article 7(1); ECtHR, Wloch v Poland, App. No. 27785/95 (Judgment of 19 </code><br>    <code>October 2000) </code><br><br><br>",POSITIVE,attachments/2665646.pdf#page=11,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665292,2,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> Articles 8-15 are defining a variety of requirements regarding a.o. risk management, data governance , technical documentation, transparency, robustness, accuracy, human oversight etc. </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 2</code><br><code> Articles 16-29 are defining a variety of obligatins such as setting up a quality management system, </code><br>    <code>information duties and the duty to undergo a conformity assessment procedure </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 3</code><br><code> Especially the “techniques and approaches”: “inference and deductive engines” and “statistical approaches” (Annex I) </code><br><br><br>",POSITIVE,attachments/2665292.pdf#page=2,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665299,4,"<code style=""font-weight: 1000;"">Foonote: 9</code><br><code> Artificial intelligence – ethical and legal requirements (European Commission </code><br>    <code>https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethicaland-legal-requirements_en </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 10</code><br><code> Article 7 </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 11</code><br><code> Article 8 </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 12</code><br><code> Technological convergence, artificial intelligence and human rights (Parliamentary Assembly, </code><br>    <code>Recommendation 2102 (2017) https://assembly.coe.int/nw/xml/XRef/Xref-XML2HTMLen.asp?fileid=23726&lang=en </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 13</code><br><code> Human rights in the robot age: Challenges arising from the use of robotics, artificial intelligence, and virtual </code><br>    <code>and augmented reality (Rathenau Instituut 2017) 44 https://www.rathenau.nl/sites/default/files/201802/Human%20Rights%20in%20the%20Robot%20Age-Rathenau%20Instituut-2017.pdf </code><br><br><br><code style=""font-weight: 1000;"">Foonote: 14</code><br><code> See 3. A. Andreou, S. Laulhé Shaelou, Doris Schroeder, Current Human Rights Frameworks (Sherpa project of </code><br>    <code>Smart Information Systems, Horizon 2020, 2019) https://doi.org/10.21253/DMU.8181827 and 2. R. Rodriges, </code><br>    <code>A. Panagiotopoulos, B. Lundgren, S. Laulhé Shaelou, A. Grant, Regulatory options for AI and big data (Sherpa </code><br>    <code>project of Smart Information Systems, Horizon 2020, 2020) https://doi.org/10.21253/DMU.11618211 </code><br><br><br>",POSITIVE,attachments/2665299.pdf#page=4,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665586,1,"<code style=""font-weight: 1000;"">Foonote: 1</code><br><code> For a detailed analysis of AI under EU MDR and examples please consult the paper developed by COCIR : </code><br>    <code>https://www.cocir.org/media-centre/publications/article/cocir-analysis-on-ai-in-medical-device-legislation-may2021.html </code><br><br><br>",POSITIVE,attachments/2665586.pdf#page=1,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
2665533,4,"<code style=""font-weight: 1000;"">Foonote: 5</code><br><code> European Commission White Paper on Artificial Intelligence - A European approach to excellence and trust, COM(2020) </code><br>    <code>65 </code><br><br><br>",POSITIVE,attachments/2665533.pdf#page=4,"Are footnotes correctly resolved? (Anything wrong, including another footnote's text inside a footnotes resolution? 👎 Some footnotes are missing but the one's that are there are good? 👌 All footnotes resolved correctly? 👍) "
